Category,Motivation,Lable_num,Motivation_len,Claen_Mot,Claen_Mot_len
peace,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",4,122,unifying leader figure nonviolent campaign resolve problem apartheid South Africa,81
chemistry,"""for his development of methodology for chemical synthesis on a solid matrix""",0,77,development methodology chemical synthesis solid matrix,55
physics,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",5,147,decisive contributions large project discovery particles W Z communicators weak interaction,91
economics,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1,163,made fundamental contributions development systems national accounts hence greatly improved basis empirical economic analysis,125
peace,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",4,115,spreading authoritative information creating awareness catastrophic consequences nuclear war,92
physics,"""for the discovery of the quantized Hall effect""",5,48,discovery quantized Hall effect,31
medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",3,75,discoveries concerning regulation cholesterol metabolism,56
chemistry,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",0,117,outstanding achievements development direct methods determination crystal structures,84
literature,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",2,143,novel combines poets painters creativeness deepened awareness depiction human condition,87
economics,"""for his pioneering analyses of saving and of financial markets""",1,64,pioneering analyses saving financial markets,44
chemistry,"""for their contributions concerning the dynamics of chemical elementary processes""",0,82,contributions concerning dynamics chemical elementary processes,63
physics,"""for their design of the scanning tunneling microscope""",5,55,design scanning tunneling microscope,36
physics,"""for his fundamental work in electron optics and for the design of the first electron microscope""",5,97,fundamental electron optics design first electron microscope,60
medicine,"""for their discoveries of growth factors""",3,41,discoveries growth factors,26
peace,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",4,85,messenger mankind message one peace atonement dignity,53
literature,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",2,94,wide cultural perspective poetic overtones fashions drama existence,67
economics,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1,122,development contractual constitutional bases theory economic political decisionmaking,85
chemistry,"""for their development and use of molecules with structure-specific interactions of high selectivity""",0,101,development molecules structurespecific interactions high selectivity,69
literature,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",2,85,allembracing authorship imbued clarity thought poetic intensity,63
physics,"""for their important break-through in the discovery of superconductivity in ceramic materials""",5,94,important breakthrough discovery superconductivity ceramic materials,68
medicine,"""for his discovery of the genetic principle for generation of antibody diversity""",3,81,discovery genetic principle generation antibody diversity,57
economics,"""for his contributions to the theory of economic growth""",1,56,contributions theory economic growth,36
peace,"""for his work for lasting peace in Central America""",4,51,lasting peace Central,21
peace,"""for preventing armed clashes and creating conditions for negotiations""",4,71,preventing armed clashes creating conditions negotiations,57
physics,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",5,135,neutrino beam method demonstration doublet structure leptons discovery muon neutrino,84
medicine,"""for their discoveries of important principles for drug treatment""",3,66,discoveries important principles drug treatment,47
chemistry,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",0,94,determination threedimensional structure photosynthetic reaction centre,71
literature,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",2,158,works rich nuance clearsightedly realistic evocatively ambiguous formed Arabian narrative art applies mankind,109
economics,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1,98,pioneering contributions theory markets efficient utilization resources,71
chemistry,"""for their discovery of catalytic properties of RNA""",0,52,discovery catalytic properties RNA,34
physics,"""for the development of the ion trap technique""",5,47,development ion trap technique,30
physics,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",5,120,invention separated oscillatory fields method hydrogen maser atomic clocks,74
medicine,"""for their discovery of the cellular origin of retroviral oncogenes""",3,68,discovery cellular origin retroviral oncogenes,46
economics,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1,130,clarification probability theory foundations econometrics analyses simultaneous economic structures,99
literature,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",2,115,rich intensive prose restrained compassion forms challenging vision mans vulnerability,86
peace,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",4,147,advocating peaceful solutions based upon tolerance mutual respect order preserve historical cultural heritage people,116
literature,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",2,108,impassioned writing wide horizons characterized sensuous intelligence humanistic integrity,90
physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",5,216,pioneering investigations concerning deep inelastic scattering electrons protons bound neutrons essential importance development quark model particle physics,157
economics,"""for their pioneering work in the theory of financial economics""",1,64,pioneering theory financial economics,37
medicine,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",3,99,discoveries concerning organ cell transplantation treatment human disease,73
peace,"""for the leading role he played in the radical changes in East-West relations""",4,78,leading played radical changes EastWest relations,49
chemistry,"""for his development of the theory and methodology of organic synthesis""",0,72,development theory methodology organic synthesis,48
economics,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1,161,discovery clarification significance transaction costs property rights institutional structure functioning economy,114
literature,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",2,118,magnificent epic writing words Alfred Nobel great benefit humanity,66
medicine,"""for their discoveries concerning the function of single ion channels in cells""",3,79,discoveries concerning function single ion channels cells,57
physics,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",5,184,discovering methods developed studying order phenomena simple systems generalized complex forms matter particular liquid crystals polymers,138
peace,"""for her non-violent struggle for democracy and human rights""",4,61,nonviolent struggle democracy human rights,42
chemistry,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",0,126,contributions development methodology high resolution nuclear magnetic resonance NMR spectroscopy,97
literature,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",2,116,poetic oeuvre great luminosity sustained historical vision outcome multicultural commitment,91
medicine,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",3,106,discoveries concerning reversible protein phosphorylation biological regulatory mechanism,89
chemistry,"""for his contributions to the theory of electron transfer reactions in chemical systems""",0,88,contributions theory electron transfer reactions chemical systems,65
economics,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",1,139,extended domain microeconomic analysis wide range human behaviour interaction including nonmarket behaviour,107
peace,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",4,125,struggle social justice ethnocultural reconciliation based respect rights indigenous peoples,92
physics,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",5,106,invention development particle detectors particular multiwire proportional chamber,82
physics,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",5,121,discovery type pulsar discovery opened possibilities study gravitation,70
literature,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",2,120,novels characterized visionary force poetic import gives life essential aspect American reality,95
economics,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",1,156,renewed research economic history applying economic theory quantitative methods order explain economic institutional change,123
chemistry,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",0,147,fundamental contributions establishment oligonucleotidebased sitedirected mutagenesis development protein studies,113
medicine,"""for their discoveries of split genes""",3,38,discoveries split genes,23
chemistry,"""for his invention of the polymerase chain reaction (PCR) method""",0,65,invention polymerase chain reaction PCR method,46
peace,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",4,134,peaceful termination apartheid regime laying foundations democratic South Africa,80
medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",3,98,discovery Gproteins proteins signal transduction cells,54
chemistry,"""for his contribution to carbocation chemistry""",0,47,contribution carbocation chemistry,34
physics,"""for the development of neutron spectroscopy""",5,45,development neutron spectroscopy,32
physics,"""for the development of the neutron diffraction technique""",5,58,development neutron diffraction technique,41
literature,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",2,141,poetic force creates imagined world life myth condense form disconcerting picture human predicament today,105
peace,"""for their efforts to create peace in the Middle East""",4,54,efforts create peace Middle,27
economics,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1,84,pioneering analysis equilibria theory noncooperative games,58
physics,"""for the detection of the neutrino""",5,35,detection neutrino,18
medicine,"""for their discoveries concerning the genetic control of early embryonic development""",3,85,discoveries concerning genetic control early embryonic development,66
chemistry,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",0,106,atmospheric chemistry particularly concerning formation decomposition ozone,75
economics,"""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",1,178,developed applied hypothesis rational expectations thereby transformed macroeconomic analysis deepened understanding economic policy,132
literature,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",2,97,works lyrical beauty ethical depth exalt everyday miracles living past,70
peace,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",4,134,efforts diminish part played nuclear arms international politics longer run eliminate arms,90
physics,"""for the discovery of the tau lepton""",5,37,discovery tau lepton,20
physics,"""for their discovery of superfluidity in helium-3""",5,50,discovery superfluidity helium3,31
medicine,"""for their discoveries concerning the specificity of the cell mediated immune defence""",3,86,discoveries concerning specificity cell mediated immune defence,63
chemistry,"""for their discovery of fullerenes""",0,35,discovery fullerenes,20
literature,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",2,131,poetry ironic precision allows historical biological context come light fragments human reality,95
peace,"""for their work towards a just and peaceful solution to the conflict in East Timor""",4,83,towards peaceful solution conflict Timor,40
economics,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",1,103,fundamental contributions economic theory incentives asymmetric information,75
literature,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",2,113,emulates jesters Middle Ages scourging authority upholding dignity downtrodden,78
chemistry,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",0,107,elucidation enzymatic mechanism underlying synthesis adenosine triphosphate ATP,79
chemistry,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",0,70,first discovery iontransporting enzyme Na K ATPase,50
economics,"""for a new method to determine the value of derivatives""",1,56,method determine value derivatives,34
medicine,"""for his discovery of Prions - a new biological principle of infection""",3,71,discovery Prions biological principle infection,47
physics,"""for development of methods to cool and trap atoms with laser light""",5,68,development methods cool trap atoms laser light,47
peace,"""for their work for the banning and clearing of anti-personnel mines""",4,69,banning clearing antipersonnel mines,36
economics,"""for his contributions to welfare economics""",1,44,contributions welfare economics,31
physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",5,90,discovery form quantum fluid fractionally charged excitations,61
literature,"""who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality""",2,131,parables sustained imagination compassion irony continually enables us apprehend elusory reality,96
chemistry,"""for his development of the density-functional theory""",0,54,development densityfunctional theory,36
medicine,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3,101,discoveries concerning nitric oxide signalling molecule cardiovascular system,77
chemistry,"""for his development of computational methods in quantum chemistry""",0,67,development computational methods quantum chemistry,51
peace,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",4,83,efforts find peaceful solution conflict Northern Ireland,56
literature,"""whose frolicsome black fables portray the forgotten face of history""",2,69,whose frolicsome black fables portray forgotten face history,60
chemistry,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",0,95,studies transition states chemical reactions using femtosecond spectroscopy,75
peace,"""in recognition of the organisation's pioneering humanitarian work on several continents""",4,89,recognition organisations pioneering humanitarian several continents,68
physics,"""for elucidating the quantum structure of electroweak interactions in physics""",5,78,elucidating quantum structure electroweak interactions physics,62
economics,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",1,129,analysis monetary fiscal policy different exchange rate regimes analysis optimum currency areas,95
medicine,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",3,113,discovery proteins intrinsic signals govern transport localization cell,71
chemistry,"""for the discovery and development of conductive polymers""",0,58,discovery development conductive polymers,41
literature,"""for an œuvre of universal validity bitter insights and linguistic ingenuity which has opened new paths for the Chinese novel and drama""",2,136,œuvre universal validity bitter insights linguistic ingenuity opened paths Chinese novel drama,94
economics,"""for his development of theory and methods for analyzing discrete choice""",1,73,development theory methods analyzing discrete choice,52
economics,"""for his development of theory and methods for analyzing selective samples""",1,75,development theory methods analyzing selective samples,54
medicine,"""for their discoveries concerning signal transduction in the nervous system""",3,76,discoveries concerning signal transduction nervous system,57
physics,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",5,88,developing semiconductor heterostructures used highspeed optoelectronics,72
peace,"""for his work for democracy and human rights in South Korea and in East Asia in general and for peace and reconciliation with North Korea in particular""",4,152,democracy human rights South Korea Asia general peace reconciliation North Korea particular,91
physics,"""for his part in the invention of the integrated circuit""",5,57,part invention integrated circuit,33
economics,"""for their analyses of markets with asymmetric information""",1,59,analyses markets asymmetric information,39
peace,"""for their work for a better organized and more peaceful world""",4,63,better organized peaceful world,31
literature,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",2,135,united perceptive narrative incorruptible scrutiny works compel us see presence suppressed histories,100
chemistry,"""for his work on chirally catalysed oxidation reactions""",0,56,chirally catalysed oxidation reactions,38
chemistry,"""for the development of click chemistry and bioorthogonal chemistry""",0,68,development click chemistry bioorthogonal chemistry,51
chemistry,"""for their work on chirally catalysed hydrogenation reactions""",0,62,chirally catalysed hydrogenation reactions,42
physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",5,154,achievement BoseEinstein condensation dilute gases alkali atoms early fundamental studies properties condensates,112
medicine,"""for their discoveries of key regulators of the cell cycle""",3,59,discoveries key regulators cell cycle,37
peace,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",4,175,decades untiring effort find peaceful solutions international conflicts advance democracy human rights promote economic social development,138
literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",2,113,writing upholds fragile experience individual barbaric arbitrariness history,76
economics,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",1,157,integrated insights psychological research economic science especially concerning human judgment decisionmaking uncertainty,123
chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",0,153,development nuclear magnetic resonance spectroscopy determining threedimensional structure biological macromolecules solution,125
chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",0,122,development soft desorption ionisation methods mass spectrometric analyses biological macromolecules,100
economics,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",1,145,established laboratory experiments tool empirical economic analysis especially study alternative market mechanisms,114
physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",5,98,pioneering contributions astrophysics particular detection cosmic neutrinos,75
medicine,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3,101,discoveries concerning genetic regulation organ development programmed cell death,81
physics,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",5,102,pioneering contributions astrophysics discovery cosmic Xray sources,67
peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",4,129,efforts democracy human rights focused especially struggle rights women children,80
economics,"""for methods of analyzing economic time series with common trends (cointegration)""",1,82,methods analyzing economic series common trends cointegration,61
economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",1,83,methods analyzing economic series timevarying volatility ARCH,61
chemistry,"""for structural and mechanistic studies of ion channels""",0,56,structural mechanistic studies ion channels,43
chemistry,"""for the discovery of water channels""",0,37,discovery water channels,24
physics,"""for pioneering contributions to the theory of superconductors and superfluids""",5,79,pioneering contributions theory superconductors superfluids,59
medicine,"""for their discoveries concerning magnetic resonance imaging""",3,61,discoveries concerning magnetic resonance imaging,49
literature,"""who in innumerable guises portrays the surprising involvement of the outsider""",2,79,innumerable guises portrays surprising involvement outsider,59
economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1,138,contributions dynamic macroeconomics consistency economic policy driving forces behind business cycles,102
chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",0,61,discovery ubiquitinmediated protein degradation,47
peace,"""for her contribution to sustainable development democracy and peace""",4,69,contribution sustainable development democracy peace,52
literature,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",2,188,musical flow voices countervoices novels plays extraordinary linguistic zeal reveal absurdity societys clicheacutes subjugating power,133
physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",5,81,discovery asymptotic freedom theory strong interaction,54
medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",3,89,discoveries odorant receptors organization olfactory system,59
literature,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",2,112,plays uncovers precipice everyday prattle forces entry oppressions closed rooms,79
economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1,96,enhanced understanding conflict cooperation gametheory analysis,63
peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",4,174,efforts prevent nuclear energy used military purposes ensure nuclear energy peaceful purposes used safest possible way,118
chemistry,"""for the development of the metathesis method in organic synthesis""",0,67,development metathesis method organic synthesis,47
physics,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",5,129,contributions development laserbased precision spectroscopy including optical frequency comb technique,102
physics,"""for his contribution to the quantum theory of optical coherence""",5,65,contribution quantum theory optical coherence,45
medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",3,116,discovery bacterium iHelicobacter pylorii gastritis peptic ulcer disease,72
peace,"""for their efforts to create economic and social development from below""",4,72,efforts create economic social development,42
literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",2,131,quest melancholic soul native city discovered symbols clash interlacing cultures,80
economics,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1,69,analysis intertemporal tradeoffs macroeconomic policy,53
chemistry,"""for his studies of the molecular basis of eukaryotic transcription""",0,68,studies molecular basis eukaryotic transcription,48
physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",5,103,discovery blackbody form anisotropy cosmic microwave background radiation,73
medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",3,81,discovery RNA interference gene silencing doublestranded RNA,60
economics,"""for having laid the foundations of mechanism design theory""",1,60,laid foundations mechanism design theory,40
peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",4,181,efforts build disseminate greater knowledge manmade climate change lay foundations measures needed counteract change,116
chemistry,"""for his studies of chemical processes on solid surfaces""",0,57,studies chemical processes solid surfaces,41
literature,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",2,133,epicist female experience scepticism fire visionary power subjected divided civilisation scrutiny,97
physics,"""for the discovery of Giant Magnetoresistance""",5,46,discovery Giant Magnetoresistance,33
medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3,124,discoveries principles introducing specific gene modifications mice embryonic stem cells,88
peace,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",4,117,important efforts several continents three decades resolve international conflicts,82
literature,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",2,129,author departures poetic adventure sensual ecstasy explorer humanity beyond reigning civilization,97
chemistry,"""for the discovery and development of the green fluorescent protein GFP""",0,72,discovery development green fluorescent protein GFP,51
physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",5,132,discovery origin broken symmetry predicts existence least three families quarks nature,86
economics,"""for his analysis of trade patterns and location of economic activity""",1,70,analysis trade patterns location economic activity,50
physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",5,88,discovery mechanism spontaneous broken symmetry subatomic physics,65
medicine,"""for their discovery of human immunodeficiency virus""",3,53,discovery human immunodeficiency virus,38
medicine,"""for his discovery of human papilloma viruses causing cervical cancer""",3,70,discovery human papilloma viruses causing cervical cancer,57
economics,"""for his analysis of economic governance especially the boundaries of the firm""",1,79,analysis economic governance especially boundaries firm,55
economics,"""for her analysis of economic governance especially the commons""",1,64,analysis economic governance especially commons,47
peace,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",4,101,extraordinary efforts strengthen international diplomacy cooperation peoples,76
literature,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",2,107,concentration poetry frankness prose depicts landscape dispossessed,67
chemistry,"""for studies of the structure and function of the ribosome""",0,59,studies structure function ribosome,35
physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",5,72,invention imaging semiconductor circuit CCD sensor,50
physics,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",5,106,groundbreaking achievements concerning transmission light fibers optical communication,86
medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3,91,discovery chromosomes protected telomeres enzyme telomerase,59
economics,"""for their analysis of markets with search frictions""",1,53,analysis markets search frictions,33
literature,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",2,118,cartography structures power trenchant images individuals resistance revolt defeat,82
peace,"""for his long and non-violent struggle for fundamental human rights in China""",4,77,long nonviolent struggle fundamental human rights China,55
chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",0,62,palladiumcatalyzed cross couplings organic synthesis,52
physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",5,80,groundbreaking experiments regarding twodimensional material graphene,69
medicine,"""for the development of in vitro fertilization""",3,47,development vitro fertilization,31
economics,"""for their empirical research on cause and effect in the macroeconomy""",1,70,empirical research cause effect macroeconomy,44
peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",4,124,nonviolent struggle safety women womens rights full participation peacebuilding,79
literature,"""because through his condensed translucent images he gives us fresh access to reality""",2,86,condensed translucent images gives us fresh access reality,58
chemistry,"""for the discovery of quasicrystals""",0,36,discovery quasicrystals,23
physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",5,108,discovery accelerating expansion Universe observations distant supernovae,73
medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity""",3,75,discovery dendritic cell adaptive immunity,42
medicine,"""for their discoveries concerning the activation of innate immunity""",3,68,discoveries concerning activation innate immunity,49
economics,"""for the theory of stable allocations and the practice of market design""",1,72,theory stable allocations practice market design,48
peace,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",4,118,six decades contributed advancement peace reconciliation democracy human rights Europe,86
literature,"""who with hallucinatory realism merges folk tales history and the contemporary""",2,79,hallucinatory realism merges folk tales history contemporary,60
chemistry,"""for studies of G-protein-coupled receptors""",0,44,studies Gproteincoupled receptors,33
physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",5,111,groundbreaking experimental methods enable measuring manipulation individual quantum systems,92
medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",3,79,discovery mature cells reprogrammed become pluripotent,54
economics,"""for their empirical analysis of asset prices""",1,46,empirical analysis asset prices,31
chemistry,"""for the development of multiscale models for complex chemical systems""",0,71,development multiscale models complex chemical systems,54
peace,"""for its extensive efforts to eliminate chemical weapons""",4,57,extensive efforts eliminate chemical weapons,44
literature,"""master of the contemporary short story""",2,40,master contemporary short story,31
physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",5,287,theoretical discovery mechanism contributes understanding origin mass subatomic particles recently confirmed discovery predicted fundamental particle ATLAS CMS experiments CERNs Large Hadron Collider,199
medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",3,101,discoveries machinery regulating vesicle traffic major transport system cells,77
economics,"""for his analysis of market power and regulation""",1,49,analysis market power regulation,32
peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",4,120,struggle suppression children young people right children education,67
literature,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",2,133,art memory evoked ungraspable human destinies uncovered lifeworld occupation,76
chemistry,"""for the development of super-resolved fluorescence microscopy""",0,63,development superresolved fluorescence microscopy,49
physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",5,122,invention efficient blue lightemitting diodes enabled bright energysaving white light sources,93
medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",3,82,discoveries cells constitute positioning system brain,53
economics,"""for his analysis of consumption poverty and welfare""",1,53,analysis consumption poverty welfare,36
peace,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",4,131,decisive contribution building pluralistic democracy Tunisia wake Jasmine Revolution 2011,89
literature,"""for her polyphonic writings a monument to suffering and courage in our time""",2,77,polyphonic writings monument suffering courage,46
chemistry,"""for mechanistic studies of DNA repair""",0,39,mechanistic studies DNA repair,30
physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",5,81,discovery neutrino oscillations shows neutrinos mass,52
medicine,"""for her discoveries concerning a novel therapy against Malaria""",3,64,discoveries concerning novel therapy Malaria,44
medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",3,99,discoveries concerning novel therapy infections caused roundworm parasites,74
economics,"""for their contributions to contract theory""",1,44,contributions contract theory,29
chemistry,"""for the design and synthesis of molecular machines""",0,52,design synthesis molecular machines,35
peace,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",4,92,resolute efforts bring countrys 50yearlong civil war,52
literature,"""for having created new poetic expressions within the great American song tradition""",2,84,created poetic expressions within great American song tradition,63
physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",5,95,theoretical discoveries topological phase transitions topological phases matter,79
medicine,"""for his discoveries of mechanisms for autophagy""",3,49,discoveries mechanisms autophagy,32
peace,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",4,198,draw attention catastrophic humanitarian consequences nuclear weapons groundbreaking efforts achieve treatybased prohibition weapons,132
literature,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",2,120,novels great emotional force uncovered abyss beneath illusory sense connection world,84
chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",0,117,developing cryoelectron microscopy highresolution structure determination biomolecules solution,95
physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",5,92,decisive contributions LIGO detector observation gravitational waves,68
economics,"""for his contributions to behavioural economics""",1,48,contributions behavioural economics,35
medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",3,80,discoveries molecular mechanisms controlling circadian rhythm,61
literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",2,116,narrative imagination encyclopedic passion represents crossing boundaries form life,83
economics,"""for integrating technological innovations into long-run macroeconomic analysis""",1,80,integrating technological innovations longrun macroeconomic analysis,68
economics,"""for integrating climate change into long-run macroeconomic analysis""",1,69,integrating climate change longrun macroeconomic analysis,57
peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",4,91,efforts sexual violence weapon war armed conflict,49
